timestamp,price,year,make,model,body,mileage,title_type,city,state,seller,trim,ext_color,int_color,transmission,liters,cylinders,fuel_type,n_doors,ext_condition,int_condition,drive_type,n_pics
1584385622,4995,2010,Ford,Focus,Sedan,115535,,Boise,ID,Dealer,SE,blue,,Automatic,,4.0,Gasoline,,,,FWD,0
1584385664,15000,2006,Toyota,Tacoma,Truck,152000,Clean Title,Syracuse,UT,Owner,TRD Off Road,black,gray,Automatic,,6.0,Gasoline,4.0,Very Good,Very Good,4-Wheel Drive,8
1584385670,15990,2015,GMC,Acadia,Sport Utility,60327,Rebuilt/Reconstructed Title,Salt Lake City,UT,Dealer,Denali,white,black,Automatic,,6.0,Gasoline,5.0,Excellent,Excellent,AWD,24
1584385676,12999,2015,Subaru,XV Crosstrek,Wagon,28543,Rebuilt/Reconstructed Title,Woods Cross,UT,Dealer,Limited,red,unspecified,,,4.0,Gasoline,,,,,22
1584385685,10990,2014,Ford,Escape,Sedan,47960,Rebuilt/Reconstructed Title,Salt Lake City,UT,Dealer,Titanium,silver,black,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,4-Wheel Drive,19
1584385694,22450,2018,Chevrolet,Silverado 1500,Truck,42525,Clean Title,Roy,UT,Dealer,LT,red,gray,Automatic,,6.0,Flex Fuel,4.0,Excellent,Excellent,4-Wheel Drive,24
1584385699,12790,2015,Volkswagen,Golf GTI,Hatchback,51007,Rebuilt/Reconstructed Title,Salt Lake City,UT,Dealer,SE,silver,black,Manual,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,19
1584385712,15900,2016,Mini,Cooper Clubman,Wagon,42489,Rebuilt/Reconstructed Title,Salt Lake City,UT,Dealer,John Cooper Works,gray,blue,Automatic,,4.0,Gasoline,5.0,Excellent,Excellent,FWD,24
1584385717,11990,2015,Hyundai,Sonata,Sedan,64233,Rebuilt/Reconstructed Title,Salt Lake City,UT,Dealer,2.0T Limited,black,black,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,25
1584385732,23995,2014,Ford,F-150,Truck,103918,Clean Title,Salt Lake City,UT,Dealer,XLT,silver,silver,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,19
1584385803,2900,2002,Ford,Explorer,SUV,108000,Clean Title,West Valley City,UT,Owner,,,,,,6.0,Flex Fuel,,,,4-Wheel Drive,12
1584385826,10900,2011,Chevrolet,Suburban,Sport Utility,166000,Clean Title,South Jordan,UT,Owner,Z71 Off Road,silver,gray,Automatic,,8.0,Flex Fuel,4.0,Excellent,Excellent,4-Wheel Drive,7
1584385844,13995,2016,Kia,Sportage,Sport Utility,62233,Clean Title,American Fork,UT,Dealer,EX,silver,black,Automatic,,4.0,Gasoline,4.0,,,AWD,22
1584385876,10350,2011,Saab,9-3,Convertible,56504,Clean Title,Roy,UT,Dealer,9-3X,blue,tan,Automatic,,4.0,Gasoline,2.0,Excellent,Excellent,FWD,21
1584385899,37595,2018,Chevrolet,Suburban,Sport Utility,38044,Clean Title,American Fork,UT,Dealer,LT,silver,jet black,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,23
1584385950,11711,2014,Ford,Taurus,Sedan,92783,,American Fork,UT,Dealer,Limited,ingot silver metallic,dune,Automatic,,6.0,Gasoline,4.0,,,FWD,22
1584385954,22995,2017,Jeep,Wrangler,Sport Utility,44072,Clean Title,American Fork,UT,Dealer,Sport,black,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,23
1584385959,14355,2015,Volkswagen,Passat,Sedan,48092,,American Fork,UT,Dealer,2.0L TDI SE with Sunroof,,,,,4.0,Diesel,4.0,,,,1
1584385963,23893,2017,Ford,Edge,Sport Utility,38916,,American Fork,UT,Dealer,SEL,magnetic metallic,ebony,Automatic,,4.0,Gasoline,4.0,,,AWD,1
1584385967,9382,2015,Ford,Focus,Hatchback,44844,,American Fork,UT,Dealer,SE,tuxedo black,charcoal black,Automatic,,4.0,Flex Fuel,4.0,,,,1
1584385970,18819,2017,Ford,Escape,Sport Utility,37170,,American Fork,UT,Dealer,SE,lightning blue metallic,charcoal black,Automatic,,4.0,Gasoline,4.0,,,4-Wheel Drive,1
1584385974,40251,2017,Ford,F-250,Truck,39691,,American Fork,UT,Dealer,XL,oxford white,medium earth gray,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1
1584385978,15044,2018,Subaru,Forester,Sport Utility,92148,,American Fork,UT,Dealer,Premium Black Edition,ice silver metallic,black,Automatic,,4.0,Gasoline,4.0,,,AWD,1
1584385982,29450,2018,Toyota,4Runner,Sport Utility,37250,,American Fork,UT,Dealer,SR5,super white,black graphite,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1
1584385987,17259,2011,Toyota,Tacoma,Truck,158397,,American Fork,UT,Dealer,,silver streak mica,graphite,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,4
1584385990,21205,2017,Jeep,Cherokee,Sport Utility,21562,,American Fork,UT,Dealer,Latitude,bright white clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,AWD,1
1584386118,9200,2011,Honda,Odyssey,Minivan,174000,Clean Title,Saratoga Springs,UT,Owner,EX-L,gray,gray,Automatic,,6.0,Gasoline,4.0,Good,Good,FWD,4
