timestamp,link,liters_str
2020-03-25 17:45:56.675517,https://cars.ksl.com/listing/6314224,1.5T I-4 DOHC 16-Valve Turbocharged VTEC
2020-03-25 17:50:31.650306,https://cars.ksl.com/listing/6314224,1.5T I-4 DOHC 16-Valve Turbocharged VTEC
2020-03-25 17:55:10.028341,https://cars.ksl.com/listing/6314224,1.5T I-4 DOHC 16-Valve Turbocharged VTEC
2020-03-25 17:59:44.607790,https://cars.ksl.com/listing/6314224,1.5T I-4 DOHC 16-Valve Turbocharged VTEC
2020-03-25 18:04:27.574614,https://cars.ksl.com/listing/6314224,1.5T I-4 DOHC 16-Valve Turbocharged VTEC
2020-03-25 18:09:03.661879,https://cars.ksl.com/listing/6314224,1.5T I-4 DOHC 16-Valve Turbocharged VTEC
2020-03-25 20:02:15.087607,https://cars.ksl.com/listing/6329494,V8
2020-03-25 20:07:21.049401,https://cars.ksl.com/listing/6329494,V8
2020-03-25 20:12:13.733150,https://cars.ksl.com/listing/6329494,V8
2020-03-25 20:17:36.804269,https://cars.ksl.com/listing/6329494,V8
2020-03-25 20:22:39.039375,https://cars.ksl.com/listing/6329494,V8
2020-03-25 21:03:17.500105,https://cars.ksl.com/listing/6216231,83kw Electric Motor
2020-03-25 21:08:14.064050,https://cars.ksl.com/listing/6216231,83kw Electric Motor
2020-03-25 21:13:09.362283,https://cars.ksl.com/listing/6216231,83kw Electric Motor
2020-03-25 21:17:37.321185,https://cars.ksl.com/listing/6216231,83kw Electric Motor
2020-03-25 21:22:18.687858,https://cars.ksl.com/listing/6216231,83kw Electric Motor
2020-03-25 21:26:54.179203,https://cars.ksl.com/listing/6216231,83kw Electric Motor
2020-03-25 21:31:35.709521,https://cars.ksl.com/listing/6216231,83kw Electric Motor
2020-03-25 21:37:55.402190,https://cars.ksl.com/listing/6314488,V6
2020-03-25 21:42:58.814912,https://cars.ksl.com/listing/6314488,V6
2020-03-25 21:46:52.672274,https://cars.ksl.com/listing/6314488,V6
2020-03-25 21:54:26.852902,https://cars.ksl.com/listing/6314488,V6
2020-03-25 21:58:53.622190,https://cars.ksl.com/listing/6314488,V6
2020-03-25 22:03:42.494352,https://cars.ksl.com/listing/6314488,V6
2020-03-25 22:07:47.762293,https://cars.ksl.com/listing/6314488,V6
2020-03-25 22:12:34.211840,https://cars.ksl.com/listing/6314488,V6
2020-03-25 22:16:58.273664,https://cars.ksl.com/listing/6314488,V6
2020-03-25 22:21:53.876144,https://cars.ksl.com/listing/6314488,V6
2020-03-25 22:26:34.344207,https://cars.ksl.com/listing/6314488,V6
2020-03-25 22:30:58.938648,https://cars.ksl.com/listing/6314488,V6
2020-03-25 22:35:23.958143,https://cars.ksl.com/listing/6314488,V6
2020-03-26 13:29:11.357189,https://cars.ksl.com/listing/6330755,V6
2020-03-26 13:30:39.682932,https://cars.ksl.com/listing/6330755,V6
2020-03-26 13:32:12.105434,https://cars.ksl.com/listing/6330755,V6
2020-03-26 16:06:10.856580,https://cars.ksl.com/listing/6250339,3.7/
2020-03-26 16:46:08.767148,https://cars.ksl.com/listing/6250339,3.7/
2020-03-26 18:32:24.543920,https://cars.ksl.com/listing/6141594,3.0 TFSI 6 Cylinder 333 HP -inc Aluminum alloy
2020-03-26 20:00:37.557729,https://cars.ksl.com/listing/6301099,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-26 20:01:34.853147,https://cars.ksl.com/listing/6301094,V6
2020-03-26 20:39:21.990812,https://cars.ksl.com/listing/6141553,V6
2020-03-26 20:39:39.551123,https://cars.ksl.com/listing/6230973,1.8 TFSI 4 Cylinder 170 HP
2020-03-26 20:45:54.481138,https://cars.ksl.com/listing/6216215,83kw Electric Motor
2020-03-26 21:47:21.425085,https://cars.ksl.com/listing/6199151,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-27 00:15:17.914145,https://cars.ksl.com/listing/6170842,V6
2020-03-27 11:33:03.433141,https://cars.ksl.com/listing/6304054,V6
2020-03-27 11:43:30.842269,https://cars.ksl.com/listing/6335468,V6
2020-03-27 11:43:34.637465,https://cars.ksl.com/listing/6335451,V8
2020-03-27 11:43:36.558121,https://cars.ksl.com/listing/6335447,HEMI
2020-03-27 11:46:47.512526,https://cars.ksl.com/listing/6335468,V6
2020-03-27 11:47:01.859112,https://cars.ksl.com/listing/6335451,V8
2020-03-27 11:47:03.861269,https://cars.ksl.com/listing/6335466,V8
2020-03-27 11:47:11.366907,https://cars.ksl.com/listing/6335447,HEMI
2020-03-27 11:47:30.592063,https://cars.ksl.com/listing/6335449,V6
2020-03-27 11:48:30.650524,https://cars.ksl.com/listing/6335452,V8
2020-03-27 11:48:33.733621,https://cars.ksl.com/listing/6335437,V8
2020-03-27 11:52:45.838530,https://cars.ksl.com/listing/6216230,83kw Electric Motor
2020-03-27 12:40:11.401484,https://cars.ksl.com/listing/6156131,I4
2020-03-28 23:28:53.130335,https://cars.ksl.com/listing/6270761,I4 DOHC 16V Turbocharged
2020-03-28 23:37:26.212178,https://cars.ksl.com/listing/6025649,V6
2020-03-28 23:42:56.186477,https://cars.ksl.com/listing/6321152,V6
2020-03-28 23:44:42.266143,https://cars.ksl.com/listing/6321154,V8
2020-03-28 23:52:12.713223,https://cars.ksl.com/listing/6234934,V6
2020-03-28 23:56:05.608214,https://cars.ksl.com/listing/6304653,V6
